ScheduleName PlannedSchedule.dat
ScheduleStartTime 2025/06/21-00:00:00.000
ScheduleStopTime 2025/06/23-23:59:32.000
TaskList 1897
TFRM-000021                      follow-up       4 2025/06/21-00:10:00.000 2025/06/21-00:10:30.000 TFRM TFRM     I98005B    ALL          25   0.0        0.000000       17.253948
TFRM-000022                      follow-up       4 2025/06/21-00:10:30.000 2025/06/21-00:11:00.000 TFRM TFRM     I98005B    ALL          25   0.0        0.000000       17.265711
TFRM-000023                      follow-up       4 2025/06/21-00:11:00.000 2025/06/21-00:11:30.000 TFRM TFRM     I02023D    ALL          25   0.0        0.000000       16.745925
TFRM-000024                      follow-up       4 2025/06/21-00:11:30.000 2025/06/21-00:12:00.000 TFRM TFRM     I99073D    ALL          25   0.0        0.000000       17.012039
TFRM-000025                      follow-up       4 2025/06/21-00:12:00.000 2025/06/21-00:12:30.000 TFRM TFRM     I99073D    ALL          25   0.0        0.000000       16.995177
TFRM-000026                      follow-up       4 2025/06/21-00:12:30.000 2025/06/21-00:13:00.000 TFRM TFRM     I77047D    ALL          25   0.0        0.000000       17.176200
TFRM-000027                      follow-up       4 2025/06/21-00:13:00.000 2025/06/21-00:13:30.000 TFRM TFRM     I77047D    ALL          25   0.0        0.000000       17.170018
TFRM-000028                      follow-up       4 2025/06/21-00:13:30.000 2025/06/21-00:14:00.000 TFRM TFRM     I02023D    ALL          25   0.0        0.000000       16.820402
TFRM-000029                      follow-up       4 2025/06/21-00:14:00.000 2025/06/21-00:14:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.619625
TFRM-000030                      follow-up       4 2025/06/21-00:14:30.000 2025/06/21-00:15:00.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.611297
TFRM-000031                      follow-up       4 2025/06/21-00:15:00.000 2025/06/21-00:15:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.602937
TFRM-000032                      follow-up       4 2025/06/21-00:15:30.000 2025/06/21-00:16:00.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.206372
TFRM-000033                      follow-up       4 2025/06/21-00:16:00.000 2025/06/21-00:16:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.586126
TFRM-000034                      follow-up       4 2025/06/21-00:16:30.000 2025/06/21-00:17:00.000 TFRM TFRM     I77047D    ALL          25   0.0        0.000000       17.126203
TFRM-000035                      follow-up       4 2025/06/21-00:17:00.000 2025/06/21-00:17:30.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.175346
TFRM-000036                      follow-up       4 2025/06/21-00:17:30.000 2025/06/21-00:18:00.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.164880
TFRM-000037                      follow-up       4 2025/06/21-00:18:00.000 2025/06/21-00:18:30.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.154352
TFRM-000038                      follow-up       4 2025/06/21-00:18:30.000 2025/06/21-00:19:00.000 TFRM TFRM     I21087A    ALL          25   0.0        0.000000       15.866379
TFRM-000039                      follow-up       4 2025/06/21-00:19:00.000 2025/06/21-00:19:30.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.133103
TFRM-000040                      follow-up       4 2025/06/21-00:19:30.000 2025/06/21-00:20:00.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.526407
TFRM-000041                      follow-up       4 2025/06/21-00:20:00.000 2025/06/21-00:20:30.000 TFRM TFRM     I98005B    ALL          25   0.0        0.000000       17.475800
TFRM-000042                      follow-up       4 2025/06/21-00:20:30.000 2025/06/21-00:21:00.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.100743
TFRM-000043                      follow-up       4 2025/06/21-00:21:00.000 2025/06/21-00:21:30.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.089823
TFRM-000044                      follow-up       4 2025/06/21-00:21:30.000 2025/06/21-00:22:00.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       17.245765
TFRM-000045                      follow-up       4 2025/06/21-00:22:00.000 2025/06/21-00:22:30.000 TFRM TFRM     I02023D    ALL          25   0.0        0.000000       17.069111
TFRM-000046                      follow-up       4 2025/06/21-00:22:30.000 2025/06/21-00:23:00.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.056657
TFRM-000047                      follow-up       4 2025/06/21-00:23:00.000 2025/06/21-00:23:30.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.045463
