FileName SurveyMidPoint.dat
FileStartTime 2025/06/21-00:00:00.000
FileStopTime 2025/06/24-00:00:00.000
MidPointEvents 7420
2025/06/22-23:48:41.000 TFRM          000002411     0.0681077853    1.9318922147  162.9572978070   87.7569825201  136.6818080739       4672.1789   10.1238705416   19.8761294584   17.0421861874
2025/06/22-23:49:03.276 TFRM          000002411     0.0695812539    1.9304187461  161.5014000400   86.9971102371  136.0368285954       4604.7827   10.1002614332   19.8997385668   18.4980494104
2025/06/21-21:22:02.000 TFRM          000002529     0.0189263398    1.9810736602  135.1193439397   62.1348588501  168.7087436309      10574.4107   11.9734179856   18.0265820144   44.8778441496
2025/06/21-21:22:32.000 TFRM          000002529     0.0192746659    1.9807253341  135.7316215910   62.2312408055  168.7839735516      10475.3064   11.9449038111   18.0550961889   44.2656229020
2025/06/23-22:41:53.858 TFRM          000002622     0.0837257665    1.9162742335  135.1466907308   47.3886432830  150.0364116562       4175.0387   10.2566898827   19.7433101173   44.8521997003
2025/06/21-22:29:32.000 TFRM          000002639     0.0001881026    1.9998118974  161.8839798352   76.2229362492  134.7623402698      37817.7131   13.8407494377   16.1592505623   18.1115896186
2025/06/21-22:31:02.000 TFRM          000002639     0.0001880496    1.9998119504  162.0269367577   76.5552018930  134.4331845877      37818.9553   13.8400298000   16.1599702000   17.9686663562
2025/06/21-22:38:32.000 TFRM          000002639     0.0001876630    1.9998123370  162.6463539232   78.2200044923  132.7848416692      37825.1793   13.8370286397   16.1629713603   17.3493952813
2025/06/21-22:39:32.000 TFRM          000002639     0.0001875962    1.9998124038  162.7163588774   78.4423987580  132.5647589833      37826.0107   13.8367038178   16.1632961822   17.2794068583
2025/06/22-22:05:41.000 TFRM          000002639     0.0001883692    1.9998116308  158.7535982083   71.6042595142  150.6313241844      37795.3964   13.8582705447   16.1417294553   21.2412416650
2025/06/22-22:11:11.000 TFRM          000002639     0.0001885453    1.9998114547  159.5614527620   72.8101693016  149.6228439984      37799.8990   13.8534059260   16.1465940740   20.4335741622
2025/06/22-22:25:41.000 TFRM          000002652     0.0006566852    1.9993433148  103.9433289363   29.8581349081  137.9165801011      37025.1639   15.0587651040   14.9412348960   76.0431303957
2025/06/22-22:38:11.000 TFRM          000002652     0.0006674051    1.9993325949  107.2020537259   30.7453263908  140.8221529201      37050.4308   14.9850827302   15.0149172698   72.7846097027
2025/06/22-22:58:11.000 TFRM          000002652     0.0006815967    1.9993184033  112.4097503685   32.8287168635  145.3848682313      37093.6087   14.8757251707   15.1242748293   67.5773281241
2025/06/22-22:58:41.000 TFRM          000002652     0.0006819026    1.9993180974  112.5398114224   32.8901962921  145.4972892200      37094.7271   14.8731215693   15.1268784307   67.4472788169
2025/06/23-01:57:41.000 TFRM          000002652     0.0006241552    1.9993758448  157.6003984075   68.9354484503  159.7693474593      37524.3922   14.2943835578   15.7056164422   22.3942143467
2025/06/23-01:58:11.000 TFRM          000002652     0.0006235552    1.9993764448  157.7146177474   69.0535795278  159.6874443785      37525.4312   14.2936700682   15.7063299318   22.2800209265
2025/06/23-01:59:11.000 TFRM          000002652     0.0006223492    1.9993776508  157.9425134860   69.2899510523  159.5224094791      37527.5026   14.2922575660   15.7077424340   22.0521769722
2025/06/21-22:04:02.000 TFRM          000002717     0.0002506162    1.9997493838  139.0043593271   50.0407876457  161.4996753166      37603.0131   14.0844776292   15.9155223708   40.9863460321
2025/06/21-22:04:32.000 TFRM          000002717     0.0002507680    1.9997492320  139.1160358494   50.1379845976  161.4198393026      37603.4414   14.0831505480   15.9168494520   40.8746902690
2025/06/22-02:13:02.000 TFRM          000002717     0.0001777949    1.9998222051  152.8712697622  104.6630255928  108.7393648942      37844.1173   13.9579714851   16.0420285149   27.1222283363
2025/06/22-02:13:32.000 TFRM          000002717     0.0001773821    1.9998226179  152.7725945593  104.7773078385  108.6276296023      37844.5529   13.9588012086   16.0411987914   27.2208816175
2025/06/23-00:52:11.000 TFRM          000002717     0.0002305475    1.9997694525  164.2757466339   87.1485861717  138.9379151584      37771.3665   13.8795939846   16.1204060154   15.7203968505
2025/06/22-01:34:02.000 TFRM          000002770     0.0192594625    1.9807405375  138.7457839356   50.1274441375  163.4191795792      15006.2593   12.6762414121   17.3237585879   41.2504872447
2025/06/22-01:34:32.000 TFRM          000002770     0.0191318848    1.9808681152  139.2053879708   50.4495761013  162.8401797134      15034.0399   12.6746814813   17.3253185187   40.7909105939
2025/06/22-01:35:02.000 TFRM          000002770     0.0190022398    1.9809977602  139.6575726182   50.7758748898  162.2572948685      15062.9569   12.6734280691   17.3265719309   40.3387528587
2025/06/22-01:37:02.000 TFRM          000002770     0.0184649072    1.9815350928  141.3894918413   52.1178301309  159.9024238241      15189.7395   12.6713955602   17.3286044398   38.6069362657
2025/06/22-01:38:32.000 TFRM          000002770     0.0180448755    1.9819551245  142.6043809937   53.1563899816  158.1283900075      15296.1386   12.6728784131   17.3271215869   37.3921184050
